SN,Commodity,Date,Unit,Minimum,Maximum,Average
169740,French Bean(Local),2020-06-29,Kg,50.0,60.0,55.0
169741,French Bean(Hybrid),2020-06-29,Kg,50.0,60.0,55.0
169742,Soyabean Green,2020-06-29,Kg,65.0,70.0,67.5
169743,Bitter Gourd,2020-06-29,Kg,30.0,35.0,32.5
169744,Pointed Gourd(Local),2020-06-29,Kg,25.0,30.0,27.5
169745,Snake Gourd,2020-06-29,Kg,20.0,25.0,22.5
169746,Smooth Gourd,2020-06-29,Kg,25.0,30.0,27.5
169747,Pumpkin,2020-06-29,Kg,25.0,30.0,27.5
169748,Squash(Round),2020-06-29,Kg,25.0,30.0,27.5
169749,Okara,2020-06-29,Kg,45.0,50.0,47.5
169750,Brd Leaf Mustard,2020-06-29,Kg,20.0,25.0,22.5
169751,Spinach Leaf,2020-06-29,Kg,20.0,25.0,22.5
169752,Cress Leaf,2020-06-29,Kg,25.0,30.0,27.5
169753,Mustard Leaf,2020-06-29,Kg,20.0,25.0,22.5
169754,Onion Green,2020-06-29,Kg,45.0,50.0,47.5
169755,Mushroom(Kanya),2020-06-29,Kg,180.0,190.0,185.0
169756,Mushroom(Button),2020-06-29,KG,290.0,300.0,295.0
169757,Asparagus,2020-06-29,Kg,250.0,260.0,255.0
169758,Neuro,2020-06-29,Kg,100.0,110.0,105.0
169759,Sugarbeet,2020-06-29,Kg,50.0,60.0,55.0
169760,Mint,2020-06-29,Kg,80.0,90.0,85.0
169761,Turnip A,2020-06-29,Kg,25.0,30.0,27.5
169762,Tamarind,2020-06-29,Kg,130.0,140.0,135.0
169763,Bamboo Shoot,2020-06-29,Kg,100.0,110.0,105.0
169764,Tofu,2020-06-29,Kg,90.0,100.0,95.0
169765,Gundruk,2020-06-29,Kg,290.0,300.0,295.0
169766,Apple(Jholey),2020-06-29,Kg,90.0,100.0,95.0
169767,Banana,2020-06-29,Doz,70.0,80.0,75.0
169768,Lime,2020-06-29,Kg,80.0,90.0,85.0
169769,Pomegranate,2020-06-29,Kg,140.0,150.0,145.0
169770,Mango(Maldah),2020-06-29,Kg,50.0,60.0,55.0
169771,Grapes(Green),2020-06-29,Kg,100.0,110.0,105.0
169772,Water Melon(Green),2020-06-29,Kg,30.0,35.0,32.5
169773,Papaya(Indian),2020-06-29,Kg,70.0,80.0,75.0
169774,Litchi(Local),2020-06-29,Kg,50.0,60.0,55.0
169775,Ginger,2020-06-29,Kg,120.0,130.0,125.0
169776,Chilli Dry,2020-06-29,Kg,290.0,300.0,295.0
169777,Chilli Green,2020-06-29,Kg,30.0,35.0,32.5
169778,Chilli Green(Bullet),2020-06-29,KG,20.0,25.0,22.5
169779,Chilli Green(Machhe),2020-06-29,KG,20.0,25.0,22.5
169780,Chilli Green(Akbare),2020-06-29,KG,90.0,100.0,95.0
169781,Capsicum,2020-06-29,Kg,90.0,100.0,95.0
169782,Garlic Green,2020-06-29,Kg,50.0,60.0,55.0
169783,Coriander Green,2020-06-29,Kg,450.0,460.0,455.0
169784,Garlic Dry Chinese,2020-06-29,Kg,150.0,160.0,155.0
169785,Garlic Dry Nepali,2020-06-29,Kg,120.0,130.0,125.0
169786,Fish Fresh(Rahu),2020-06-29,KG,325.0,330.0,327.5
169787,Fish Fresh(Bachuwa),2020-06-29,KG,225.0,230.0,227.5
169788,Fish Fresh(Chhadi),2020-06-29,KG,215.0,220.0,217.5
169789,Fish Fresh(Mungari),2020-06-29,KG,225.0,230.0,227.5
169790,Tomato Small(Local),2020-06-30,Kg,20.0,25.0,22.5
169791,Tomato Small(Tunnel),2020-06-30,Kg,25.0,35.0,30.0
169792,Potato Red,2020-06-30,Kg,45.0,47.0,46.0
169793,Potato Red(Mude),2020-06-30,Kg,32.0,34.0,33.0
169794,Potato White,2020-06-30,Kg,30.0,35.0,32.5
169795,Onion Dry (Indian),2020-06-30,Kg,30.0,32.0,31.0
169796,Carrot(Local),2020-06-30,Kg,45.0,50.0,47.5
169797,Cabbage(Local),2020-06-30,Kg,10.0,15.0,12.5
169798,Cauli Local,2020-06-30,Kg,35.0,40.0,37.5
169799,Raddish White(Local),2020-06-30,Kg,10.0,15.0,12.5
169800,Raddish White(Hybrid),2020-06-30,Kg,15.0,20.0,17.5
169801,Brinjal Long,2020-06-30,Kg,25.0,30.0,27.5
169802,Cow pea(Long),2020-06-30,Kg,40.0,45.0,42.5
169803,French Bean(Local),2020-06-30,Kg,50.0,60.0,55.0
169804,French Bean(Hybrid),2020-06-30,Kg,50.0,60.0,55.0
169805,Soyabean Green,2020-06-30,Kg,50.0,60.0,55.0
169806,Bitter Gourd,2020-06-30,Kg,35.0,40.0,37.5
169807,Pointed Gourd(Local),2020-06-30,Kg,25.0,30.0,27.5
169808,Snake Gourd,2020-06-30,Kg,30.0,35.0,32.5
169809,Smooth Gourd,2020-06-30,Kg,25.0,30.0,27.5
169810,Pumpkin,2020-06-30,Kg,25.0,30.0,27.5
169811,Squash(Round),2020-06-30,Kg,25.0,30.0,27.5
169812,Okara,2020-06-30,Kg,45.0,50.0,47.5
169813,Brd Leaf Mustard,2020-06-30,Kg,20.0,25.0,22.5
169814,Spinach Leaf,2020-06-30,Kg,20.0,25.0,22.5
169815,Cress Leaf,2020-06-30,Kg,25.0,30.0,27.5
169816,Mustard Leaf,2020-06-30,Kg,20.0,25.0,22.5
169817,Onion Green,2020-06-30,Kg,45.0,50.0,47.5
169818,Mushroom(Kanya),2020-06-30,Kg,180.0,190.0,185.0
169819,Mushroom(Button),2020-06-30,KG,290.0,300.0,295.0
169820,Asparagus,2020-06-30,Kg,250.0,260.0,255.0
169821,Neuro,2020-06-30,Kg,100.0,110.0,105.0
169822,Sugarbeet,2020-06-30,Kg,50.0,60.0,55.0
169823,Mint,2020-06-30,Kg,80.0,90.0,85.0
169824,Turnip A,2020-06-30,Kg,25.0,30.0,27.5
169825,Tamarind,2020-06-30,Kg,130.0,140.0,135.0
169826,Bamboo Shoot,2020-06-30,Kg,110.0,120.0,115.0
169827,Tofu,2020-06-30,Kg,90.0,100.0,95.0
169828,Gundruk,2020-06-30,Kg,290.0,300.0,295.0
169829,Apple(Jholey),2020-06-30,Kg,90.0,100.0,95.0
169830,Banana,2020-06-30,Doz,70.0,80.0,75.0
169831,Lime,2020-06-30,Kg,80.0,90.0,85.0
169832,Pomegranate,2020-06-30,Kg,140.0,150.0,145.0
169833,Mango(Maldah),2020-06-30,Kg,60.0,70.0,65.0
169834,Grapes(Green),2020-06-30,Kg,100.0,110.0,105.0
169835,Water Melon(Green),2020-06-30,Kg,30.0,35.0,32.5
169836,Cucumber(Local),2020-06-30,Kg,40.0,45.0,42.5
169837,Cucumber(Hybrid),2020-06-30,KG,10.0,15.0,12.5
169838,Jack Fruit,2020-06-30,Kg,30.0,35.0,32.5
169839,Papaya(Indian),2020-06-30,Kg,70.0,80.0,75.0
169840,Litchi(Local),2020-06-30,Kg,60.0,70.0,65.0
169841,Ginger,2020-06-30,Kg,120.0,130.0,125.0
169842,Chilli Dry,2020-06-30,Kg,290.0,300.0,295.0
169843,Chilli Green,2020-06-30,Kg,35.0,40.0,37.5
169844,Chilli Green(Bullet),2020-06-30,KG,20.0,25.0,22.5
169845,Chilli Green(Machhe),2020-06-30,KG,25.0,30.0,27.5
169846,Chilli Green(Akbare),2020-06-30,KG,90.0,100.0,95.0
169847,Capsicum,2020-06-30,Kg,110.0,120.0,115.0
169848,Garlic Green,2020-06-30,Kg,60.0,70.0,65.0
169849,Coriander Green,2020-06-30,Kg,480.0,490.0,485.0
169850,Garlic Dry Chinese,2020-06-30,Kg,170.0,180.0,175.0
169851,Garlic Dry Nepali,2020-06-30,Kg,130.0,140.0,135.0
169852,Fish Fresh(Rahu),2020-06-30,KG,325.0,330.0,327.5
169853,Fish Fresh(Bachuwa),2020-06-30,KG,225.0,230.0,227.5
169854,Fish Fresh(Chhadi),2020-06-30,KG,215.0,220.0,217.5
169855,Fish Fresh(Mungari),2020-06-30,KG,225.0,230.0,227.5
169856,Tomato Small(Local),2020-07-01,Kg,15.0,20.0,17.5
169857,Tomato Small(Tunnel),2020-07-01,Kg,25.0,30.0,27.5
169858,Potato Red,2020-07-01,Kg,45.0,47.0,46.0
169859,Potato Red(Mude),2020-07-01,Kg,32.0,35.0,33.5
169860,Potato White,2020-07-01,Kg,30.0,35.0,32.5
169861,Onion Dry (Indian),2020-07-01,Kg,30.0,32.0,31.0
169862,Carrot(Local),2020-07-01,Kg,45.0,50.0,47.5
169863,Cabbage(Local),2020-07-01,Kg,10.0,15.0,12.5
169864,Cauli Local,2020-07-01,Kg,35.0,40.0,37.5
169865,Raddish White(Local),2020-07-01,Kg,10.0,15.0,12.5
169866,Raddish White(Hybrid),2020-07-01,Kg,15.0,20.0,17.5
169867,Brinjal Long,2020-07-01,Kg,25.0,30.0,27.5
169868,Cow pea(Long),2020-07-01,Kg,45.0,50.0,47.5
169869,French Bean(Local),2020-07-01,Kg,50.0,60.0,55.0
169870,French Bean(Hybrid),2020-07-01,Kg,50.0,60.0,55.0
169871,Soyabean Green,2020-07-01,Kg,50.0,60.0,55.0
169872,Bitter Gourd,2020-07-01,Kg,30.0,40.0,35.0
169873,Pointed Gourd(Local),2020-07-01,Kg,25.0,30.0,27.5
169874,Snake Gourd,2020-07-01,Kg,30.0,35.0,32.5
169875,Smooth Gourd,2020-07-01,Kg,25.0,30.0,27.5
169876,Pumpkin,2020-07-01,Kg,25.0,30.0,27.5
169877,Squash(Round),2020-07-01,Kg,25.0,30.0,27.5
169878,Okara,2020-07-01,Kg,50.0,60.0,55.0
169879,Brd Leaf Mustard,2020-07-01,Kg,20.0,25.0,22.5
169880,Spinach Leaf,2020-07-01,Kg,20.0,25.0,22.5
169881,Cress Leaf,2020-07-01,Kg,25.0,30.0,27.5
169882,Mustard Leaf,2020-07-01,Kg,20.0,25.0,22.5
169883,Onion Green,2020-07-01,Kg,45.0,50.0,47.5
169884,Mushroom(Kanya),2020-07-01,Kg,180.0,190.0,185.0
169885,Mushroom(Button),2020-07-01,KG,300.0,310.0,305.0
169886,Asparagus,2020-07-01,Kg,250.0,260.0,255.0
169887,Neuro,2020-07-01,Kg,100.0,110.0,105.0
169888,Sugarbeet,2020-07-01,Kg,50.0,60.0,55.0
169889,Mint,2020-07-01,Kg,80.0,90.0,85.0
169890,Turnip A,2020-07-01,Kg,25.0,30.0,27.5
169891,Tamarind,2020-07-01,Kg,130.0,140.0,135.0
169892,Bamboo Shoot,2020-07-01,Kg,110.0,120.0,115.0
169893,Tofu,2020-07-01,Kg,90.0,100.0,95.0
169894,Gundruk,2020-07-01,Kg,290.0,300.0,295.0
169895,Apple(Jholey),2020-07-01,Kg,90.0,100.0,95.0
169896,Banana,2020-07-01,Doz,70.0,80.0,75.0
169897,Lime,2020-07-01,Kg,80.0,90.0,85.0
169898,Pomegranate,2020-07-01,Kg,140.0,150.0,145.0
169899,Mango(Maldah),2020-07-01,Kg,60.0,70.0,65.0
169900,Water Melon(Green),2020-07-01,Kg,30.0,35.0,32.5
169901,Cucumber(Local),2020-07-01,Kg,40.0,45.0,42.5
169902,Cucumber(Hybrid),2020-07-01,KG,10.0,15.0,12.5
169903,Jack Fruit,2020-07-01,Kg,30.0,35.0,32.5
169904,Papaya(Indian),2020-07-01,Kg,70.0,80.0,75.0
169905,Litchi(Local),2020-07-01,Kg,60.0,70.0,65.0
169906,Ginger,2020-07-01,Kg,130.0,140.0,135.0
169907,Chilli Dry,2020-07-01,Kg,290.0,300.0,295.0
169908,Chilli Green,2020-07-01,Kg,35.0,40.0,37.5
169909,Chilli Green(Bullet),2020-07-01,KG,20.0,25.0,22.5
169910,Chilli Green(Machhe),2020-07-01,KG,25.0,30.0,27.5
169911,Chilli Green(Akbare),2020-07-01,KG,90.0,100.0,95.0
169912,Capsicum,2020-07-01,Kg,110.0,120.0,115.0
169913,Garlic Green,2020-07-01,Kg,60.0,70.0,65.0
169914,Coriander Green,2020-07-01,Kg,490.0,500.0,495.0
169915,Garlic Dry Chinese,2020-07-01,Kg,170.0,180.0,175.0
169916,Garlic Dry Nepali,2020-07-01,Kg,130.0,140.0,135.0
169917,Fish Fresh(Rahu),2020-07-01,KG,325.0,330.0,327.5
169918,Fish Fresh(Bachuwa),2020-07-01,KG,225.0,230.0,227.5
169919,Fish Fresh(Chhadi),2020-07-01,KG,215.0,220.0,217.5
169920,Fish Fresh(Mungari),2020-07-01,KG,225.0,230.0,227.5
169921,Tomato Small(Local),2020-07-02,Kg,10.0,15.0,12.5
169922,Tomato Small(Tunnel),2020-07-02,Kg,20.0,26.0,23.0
169923,Potato Red,2020-07-02,Kg,45.0,47.0,46.0
169924,Potato Red(Mude),2020-07-02,Kg,34.0,36.0,35.0
169925,Potato White,2020-07-02,Kg,33.0,35.0,34.0
169926,Onion Dry (Indian),2020-07-02,Kg,30.0,32.0,31.0
169927,Carrot(Local),2020-07-02,Kg,45.0,50.0,47.5
169928,Cabbage(Local),2020-07-02,Kg,10.0,15.0,12.5
169929,Cauli Local,2020-07-02,Kg,40.0,45.0,42.5
169930,Raddish White(Local),2020-07-02,Kg,10.0,15.0,12.5
169931,Raddish White(Hybrid),2020-07-02,Kg,15.0,20.0,17.5
169932,Brinjal Long,2020-07-02,Kg,25.0,30.0,27.5
169933,Cow pea(Long),2020-07-02,Kg,50.0,60.0,55.0
169934,French Bean(Local),2020-07-02,Kg,60.0,70.0,65.0
169935,French Bean(Hybrid),2020-07-02,Kg,60.0,70.0,65.0
169936,Soyabean Green,2020-07-02,Kg,45.0,50.0,47.5
169937,Bitter Gourd,2020-07-02,Kg,40.0,45.0,42.5
169938,Bottle Gourd,2020-07-02,Kg,45.0,50.0,47.5
169939,Pointed Gourd(Local),2020-07-02,Kg,35.0,40.0,37.5
169940,Snake Gourd,2020-07-02,Kg,35.0,40.0,37.5
169941,Smooth Gourd,2020-07-02,Kg,45.0,50.0,47.5
169942,Sponge Gourd,2020-07-02,Kg,35.0,40.0,37.5
169943,Pumpkin,2020-07-02,Kg,25.0,30.0,27.5
169944,Okara,2020-07-02,Kg,50.0,60.0,55.0
169945,Brd Leaf Mustard,2020-07-02,Kg,20.0,25.0,22.5
169946,Spinach Leaf,2020-07-02,Kg,20.0,25.0,22.5
169947,Cress Leaf,2020-07-02,Kg,25.0,30.0,27.5
169948,Mustard Leaf,2020-07-02,Kg,20.0,25.0,22.5
169949,Onion Green,2020-07-02,Kg,45.0,50.0,47.5
169950,Mushroom(Kanya),2020-07-02,Kg,170.0,180.0,175.0
169951,Mushroom(Button),2020-07-02,KG,300.0,310.0,305.0
169952,Asparagus,2020-07-02,Kg,250.0,260.0,255.0
169953,Neuro,2020-07-02,Kg,100.0,110.0,105.0
169954,Sugarbeet,2020-07-02,Kg,50.0,60.0,55.0
169955,Mint,2020-07-02,Kg,80.0,90.0,85.0
169956,Turnip A,2020-07-02,Kg,25.0,30.0,27.5
169957,Tamarind,2020-07-02,Kg,130.0,140.0,135.0
169958,Bamboo Shoot,2020-07-02,Kg,110.0,120.0,115.0
169959,Tofu,2020-07-02,Kg,90.0,100.0,95.0
169960,Gundruk,2020-07-02,Kg,290.0,300.0,295.0
169961,Apple(Jholey),2020-07-02,Kg,90.0,100.0,95.0
169962,Banana,2020-07-02,Doz,70.0,80.0,75.0
169963,Lime,2020-07-02,Kg,80.0,90.0,85.0
169964,Pomegranate,2020-07-02,Kg,140.0,150.0,145.0
169965,Mango(Maldah),2020-07-02,Kg,60.0,70.0,65.0
169966,Water Melon(Green),2020-07-02,Kg,30.0,35.0,32.5
169967,Papaya(Indian),2020-07-02,Kg,70.0,80.0,75.0
169968,Litchi(Local),2020-07-02,Kg,60.0,70.0,65.0
169969,Ginger,2020-07-02,Kg,130.0,140.0,135.0
169970,Chilli Dry,2020-07-02,Kg,290.0,300.0,295.0
169971,Chilli Green,2020-07-02,Kg,35.0,40.0,37.5
169972,Chilli Green(Bullet),2020-07-02,KG,20.0,25.0,22.5
169973,Chilli Green(Machhe),2020-07-02,KG,25.0,30.0,27.5
169974,Chilli Green(Akbare),2020-07-02,KG,90.0,100.0,95.0
169975,Capsicum,2020-07-02,Kg,110.0,120.0,115.0
169976,Garlic Green,2020-07-02,Kg,60.0,70.0,65.0
169977,Coriander Green,2020-07-02,Kg,490.0,500.0,495.0
169978,Garlic Dry Chinese,2020-07-02,Kg,170.0,180.0,175.0
169979,Garlic Dry Nepali,2020-07-02,Kg,130.0,140.0,135.0
169980,Fish Fresh(Rahu),2020-07-02,KG,325.0,330.0,327.5
169981,Fish Fresh(Bachuwa),2020-07-02,KG,225.0,230.0,227.5
169982,Fish Fresh(Chhadi),2020-07-02,KG,215.0,220.0,217.5
169983,Fish Fresh(Mungari),2020-07-02,KG,225.0,230.0,227.5
169984,Tomato Small(Local),2020-07-03,Kg,10.0,15.0,12.5
169985,Tomato Small(Tunnel),2020-07-03,Kg,20.0,25.0,22.5
169986,Potato Red,2020-07-03,Kg,50.0,52.0,51.0
169987,Potato Red(Mude),2020-07-03,Kg,42.0,45.0,43.5
169988,Potato White,2020-07-03,Kg,40.0,42.0,41.0
169989,Onion Dry (Indian),2020-07-03,Kg,30.0,32.0,31.0
169990,Carrot(Local),2020-07-03,Kg,45.0,50.0,47.5
169991,Cabbage(Local),2020-07-03,Kg,15.0,20.0,17.5
169992,Cauli Local,2020-07-03,Kg,40.0,45.0,42.5
169993,Raddish White(Local),2020-07-03,Kg,10.0,15.0,12.5
169994,Raddish White(Hybrid),2020-07-03,Kg,15.0,20.0,17.5
169995,Brinjal Long,2020-07-03,Kg,40.0,45.0,42.5
169996,Cow pea(Long),2020-07-03,Kg,45.0,50.0,47.5
169997,French Bean(Local),2020-07-03,Kg,60.0,65.0,62.5
169998,French Bean(Hybrid),2020-07-03,Kg,65.0,70.0,67.5
169999,Soyabean Green,2020-07-03,Kg,50.0,60.0,55.0
170000,Bitter Gourd,2020-07-03,Kg,35.0,40.0,37.5
170001,Pointed Gourd(Local),2020-07-03,Kg,45.0,50.0,47.5
170002,Snake Gourd,2020-07-03,Kg,35.0,40.0,37.5
170003,Smooth Gourd,2020-07-03,Kg,50.0,60.0,55.0
170004,Sponge Gourd,2020-07-03,Kg,45.0,50.0,47.5
170005,Pumpkin,2020-07-03,Kg,20.0,25.0,22.5
170006,Okara,2020-07-03,Kg,50.0,60.0,55.0
170007,Brd Leaf Mustard,2020-07-03,Kg,20.0,25.0,22.5
170008,Spinach Leaf,2020-07-03,Kg,20.0,25.0,22.5
170009,Cress Leaf,2020-07-03,Kg,25.0,30.0,27.5
170010,Mustard Leaf,2020-07-03,Kg,20.0,25.0,22.5
170011,Onion Green,2020-07-03,Kg,50.0,60.0,55.0
170012,Mushroom(Kanya),2020-07-03,Kg,170.0,180.0,175.0
170013,Mushroom(Button),2020-07-03,KG,290.0,300.0,295.0
170014,Asparagus,2020-07-03,Kg,250.0,260.0,255.0
170015,Neuro,2020-07-03,Kg,100.0,110.0,105.0
170016,Sugarbeet,2020-07-03,Kg,50.0,60.0,55.0
170017,Mint,2020-07-03,Kg,80.0,90.0,85.0
170018,Turnip A,2020-07-03,Kg,25.0,30.0,27.5
170019,Tamarind,2020-07-03,Kg,130.0,140.0,135.0
170020,Bamboo Shoot,2020-07-03,Kg,110.0,120.0,115.0
170021,Tofu,2020-07-03,Kg,90.0,100.0,95.0
170022,Gundruk,2020-07-03,Kg,290.0,300.0,295.0
170023,Apple(Jholey),2020-07-03,Kg,90.0,100.0,95.0
170024,Banana,2020-07-03,Doz,70.0,80.0,75.0
170025,Lime,2020-07-03,Kg,70.0,80.0,75.0
170026,Pomegranate,2020-07-03,Kg,140.0,150.0,145.0
170027,Mango(Maldah),2020-07-03,Kg,60.0,70.0,65.0
170028,Water Melon(Green),2020-07-03,Kg,30.0,35.0,32.5
170029,Papaya(Indian),2020-07-03,Kg,70.0,80.0,75.0
170030,Litchi(Local),2020-07-03,Kg,50.0,60.0,55.0
170031,Ginger,2020-07-03,Kg,130.0,140.0,135.0
170032,Chilli Dry,2020-07-03,Kg,290.0,300.0,295.0
170033,Chilli Green,2020-07-03,Kg,35.0,40.0,37.5
170034,Chilli Green(Bullet),2020-07-03,KG,20.0,25.0,22.5
170035,Chilli Green(Machhe),2020-07-03,KG,25.0,30.0,27.5
170036,Chilli Green(Akbare),2020-07-03,KG,90.0,100.0,95.0
170037,Capsicum,2020-07-03,Kg,140.0,150.0,145.0
170038,Garlic Green,2020-07-03,Kg,50.0,60.0,55.0
170039,Coriander Green,2020-07-03,Kg,450.0,460.0,455.0
170040,Garlic Dry Chinese,2020-07-03,Kg,170.0,180.0,175.0
170041,Garlic Dry Nepali,2020-07-03,Kg,130.0,140.0,135.0
170042,Fish Fresh(Rahu),2020-07-03,KG,325.0,330.0,327.5
170043,Fish Fresh(Bachuwa),2020-07-03,KG,225.0,230.0,227.5
170044,Fish Fresh(Chhadi),2020-07-03,KG,215.0,220.0,217.5
170045,Fish Fresh(Mungari),2020-07-03,KG,225.0,230.0,227.5
170046,Tomato Small(Local),2020-07-04,Kg,10.0,15.0,12.5
170047,Tomato Small(Tunnel),2020-07-04,Kg,18.0,25.0,21.5
170048,Potato Red,2020-07-04,Kg,51.0,53.0,52.0
170049,Potato Red(Mude),2020-07-04,Kg,45.0,47.0,46.0
170050,Potato White,2020-07-04,Kg,44.0,46.0,45.0
170051,Onion Dry (Indian),2020-07-04,Kg,30.0,32.0,31.0
170052,Carrot(Local),2020-07-04,Kg,45.0,50.0,47.5
170053,Cabbage(Local),2020-07-04,Kg,15.0,20.0,17.5
170054,Cauli Local,2020-07-04,Kg,35.0,40.0,37.5
170055,Raddish White(Local),2020-07-04,Kg,10.0,15.0,12.5
170056,Raddish White(Hybrid),2020-07-04,Kg,15.0,20.0,17.5
170057,Brinjal Long,2020-07-04,Kg,45.0,50.0,47.5
170058,Cow pea(Long),2020-07-04,Kg,45.0,50.0,47.5
170059,French Bean(Local),2020-07-04,Kg,65.0,70.0,67.5
170060,French Bean(Hybrid),2020-07-04,Kg,65.0,70.0,67.5
170061,Soyabean Green,2020-07-04,Kg,50.0,60.0,55.0
170062,Bitter Gourd,2020-07-04,Kg,35.0,40.0,37.5
170063,Bottle Gourd,2020-07-04,Kg,45.0,50.0,47.5
170064,Pointed Gourd(Local),2020-07-04,Kg,45.0,50.0,47.5
170065,Snake Gourd,2020-07-04,Kg,35.0,40.0,37.5
170066,Smooth Gourd,2020-07-04,Kg,50.0,60.0,55.0
170067,Sponge Gourd,2020-07-04,Kg,45.0,50.0,47.5
170068,Pumpkin,2020-07-04,Kg,25.0,30.0,27.5
170069,Okara,2020-07-04,Kg,50.0,60.0,55.0
170070,Brd Leaf Mustard,2020-07-04,Kg,30.0,35.0,32.5
170071,Spinach Leaf,2020-07-04,Kg,30.0,35.0,32.5
170072,Cress Leaf,2020-07-04,Kg,30.0,35.0,32.5
170073,Mustard Leaf,2020-07-04,Kg,30.0,35.0,32.5
170074,Onion Green,2020-07-04,Kg,45.0,50.0,47.5
170075,Mushroom(Kanya),2020-07-04,Kg,170.0,180.0,175.0
170076,Mushroom(Button),2020-07-04,KG,290.0,300.0,295.0
170077,Asparagus,2020-07-04,Kg,250.0,260.0,255.0
170078,Neuro,2020-07-04,Kg,100.0,110.0,105.0
170079,Sugarbeet,2020-07-04,Kg,50.0,60.0,55.0
170080,Mint,2020-07-04,Kg,80.0,90.0,85.0
170081,Turnip A,2020-07-04,Kg,35.0,40.0,37.5
170082,Tamarind,2020-07-04,Kg,130.0,140.0,135.0
170083,Bamboo Shoot,2020-07-04,Kg,110.0,120.0,115.0
170084,Tofu,2020-07-04,Kg,90.0,100.0,95.0
170085,Gundruk,2020-07-04,Kg,290.0,300.0,295.0
170086,Apple(Jholey),2020-07-04,Kg,90.0,100.0,95.0
170087,Apple(Fuji),2020-07-04,KG,140.0,150.0,145.0
170088,Banana,2020-07-04,Doz,70.0,80.0,75.0
170089,Lime,2020-07-04,Kg,80.0,90.0,85.0
170090,Pomegranate,2020-07-04,Kg,140.0,150.0,145.0
170091,Mango(Maldah),2020-07-04,Kg,60.0,70.0,65.0
170092,Water Melon(Green),2020-07-04,Kg,30.0,35.0,32.5
170093,Papaya(Indian),2020-07-04,Kg,70.0,80.0,75.0
170094,Litchi(Local),2020-07-04,Kg,60.0,70.0,65.0
170095,Ginger,2020-07-04,Kg,130.0,140.0,135.0
170096,Chilli Dry,2020-07-04,Kg,290.0,300.0,295.0
170097,Chilli Green,2020-07-04,Kg,35.0,40.0,37.5
170098,Chilli Green(Bullet),2020-07-04,KG,20.0,25.0,22.5
170099,Chilli Green(Akbare),2020-07-04,KG,90.0,100.0,95.0
170100,Capsicum,2020-07-04,Kg,140.0,150.0,145.0
170101,Garlic Green,2020-07-04,Kg,60.0,70.0,65.0
170102,Coriander Green,2020-07-04,Kg,450.0,460.0,455.0
170103,Garlic Dry Chinese,2020-07-04,Kg,170.0,180.0,175.0
170104,Garlic Dry Nepali,2020-07-04,Kg,130.0,140.0,135.0
170105,Fish Fresh(Rahu),2020-07-04,KG,325.0,330.0,327.5
170106,Fish Fresh(Bachuwa),2020-07-04,KG,225.0,230.0,227.5
170107,Fish Fresh(Chhadi),2020-07-04,KG,215.0,220.0,217.5
170108,Fish Fresh(Mungari),2020-07-04,KG,225.0,230.0,227.5
170109,Tomato Small(Local),2020-07-05,Kg,15.0,20.0,17.5
170110,Tomato Small(Tunnel),2020-07-05,Kg,18.0,25.0,21.5
170111,Potato Red,2020-07-05,Kg,50.0,52.0,51.0
170112,Potato Red(Mude),2020-07-05,Kg,38.0,40.0,39.0
170113,Potato White,2020-07-05,Kg,40.0,45.0,42.5
170114,Onion Dry (Indian),2020-07-05,Kg,30.0,32.0,31.0
170115,Carrot(Local),2020-07-05,Kg,45.0,50.0,47.5
170116,Cabbage(Local),2020-07-05,Kg,20.0,25.0,22.5
170117,Cauli Local,2020-07-05,Kg,45.0,50.0,47.5
170118,Raddish White(Local),2020-07-05,Kg,15.0,20.0,17.5
170119,Raddish White(Hybrid),2020-07-05,Kg,15.0,20.0,17.5
170120,Brinjal Long,2020-07-05,Kg,40.0,45.0,42.5
170121,Cow pea(Long),2020-07-05,Kg,50.0,60.0,55.0
170122,French Bean(Local),2020-07-05,Kg,60.0,70.0,65.0
170123,French Bean(Hybrid),2020-07-05,Kg,65.0,70.0,67.5
170124,Soyabean Green,2020-07-05,Kg,60.0,70.0,65.0
170125,Bitter Gourd,2020-07-05,Kg,35.0,40.0,37.5
170126,Bottle Gourd,2020-07-05,Kg,60.0,70.0,65.0
170127,Pointed Gourd(Local),2020-07-05,Kg,40.0,45.0,42.5
170128,Snake Gourd,2020-07-05,Kg,35.0,40.0,37.5
170129,Smooth Gourd,2020-07-05,Kg,60.0,70.0,65.0
170130,Sponge Gourd,2020-07-05,Kg,45.0,50.0,47.5
170131,Pumpkin,2020-07-05,Kg,25.0,30.0,27.5
170132,Okara,2020-07-05,Kg,55.0,60.0,57.5
170133,Christophine,2020-07-05,Kg,55.0,60.0,57.5
170134,Onion Green,2020-07-05,Kg,70.0,80.0,75.0
170135,Mushroom(Kanya),2020-07-05,Kg,190.0,200.0,195.0
170136,Mushroom(Button),2020-07-05,KG,390.0,400.0,395.0
170137,Asparagus,2020-07-05,Kg,250.0,260.0,255.0
170138,Neuro,2020-07-05,Kg,100.0,110.0,105.0
170139,Sugarbeet,2020-07-05,Kg,50.0,60.0,55.0
170140,Mint,2020-07-05,Kg,80.0,90.0,85.0
170141,Turnip A,2020-07-05,Kg,40.0,45.0,42.5
170142,Tamarind,2020-07-05,Kg,130.0,140.0,135.0
170143,Bamboo Shoot,2020-07-05,Kg,110.0,120.0,115.0
170144,Tofu,2020-07-05,Kg,90.0,100.0,95.0
